bin_id,timestamp,fill_level,gas_level,temperature,humidity,weight,latitude,longitude,result
BIN_01,2026-03-16T22:45:02Z,88,337,37.51,80.15,2.78,36.8065,10.1815,{}
BIN_01,2026-03-16T22:51:42Z,17,322,26.57,75.26,4.39,36.8065,10.1815,{}
BIN_01,2026-03-16T22:51:57Z,83,197,23.83,75.3,17.56,36.8065,10.1815,{}
BIN_01,2026-03-17T00:10:16Z,37,163,34.31,46.57,1.71,36.80678622208578,10.181879535343095
BIN_02,2026-03-17T00:10:16Z,27,150,34.35,70.19,4.0,36.80608128072842,10.181083648236779
BIN_03,2026-03-17T00:10:16Z,63,103,21.86,45.92,0.02,36.807190767366045,10.182319228052604
BIN_04,2026-03-17T00:10:16Z,69,289,34.64,43.83,10.82,36.80648798948533,10.181544836215066
BIN_05,2026-03-17T00:10:16Z,31,242,28.88,55.85,5.53,36.80661166323041,10.182419699502944
BIN_06,2026-03-17T00:10:16Z,93,101,27.46,56.52,6.72,36.80614758340695,10.181675224487975
BIN_01,2026-03-17T00:10:21Z,87,205,26.49,73.87,4.71,36.80595872902154,10.1807973842362
BIN_02,2026-03-17T00:10:21Z,5,243,24.35,48.56,9.62,36.806311686573395,10.181850210959949
BIN_03,2026-03-17T00:10:21Z,46,203,29.56,40.2,16.01,36.80730069020496,10.181554108116252
BIN_04,2026-03-17T00:10:21Z,100,198,27.66,31.1,6.53,36.80577355845784,10.181972607002981
BIN_05,2026-03-17T00:10:21Z,91,320,35.19,50.1,10.45,36.80632436610654,10.182262710677861
BIN_06,2026-03-17T00:10:21Z,83,264,39.8,38.92,10.07,36.80748134883047,10.181603308692148
BIN_01,2026-03-17T00:10:26Z,12,327,26.38,64.38,15.61,36.80731758896933,10.181639143218279
BIN_02,2026-03-17T00:10:26Z,83,166,27.45,70.77,11.78,36.80572188549089,10.181826898678167
BIN_03,2026-03-17T00:10:26Z,61,52,24.63,85.35,11.75,36.806944683902664,10.180847323905148
BIN_04,2026-03-17T00:10:26Z,86,285,28.53,71.52,13.81,36.80633225195161,10.18139235755885
BIN_05,2026-03-17T00:10:26Z,24,341,26.4,58.33,9.69,36.80563821591403,10.181996050920908
BIN_06,2026-03-17T00:10:26Z,62,116,31.39,87.19,10.56,36.80675076860702,10.181578381982911
BIN_01,2026-03-17T00:10:31Z,18,147,22.04,76.85,6.27,36.80583522265782,10.182169664092187
BIN_02,2026-03-17T00:10:31Z,79,102,30.03,50.91,13.3,36.80693889758752,10.180655661205819
BIN_03,2026-03-17T00:10:31Z,38,195,33.12,85.59,9.55,36.80599193778245,10.181397487056405
BIN_04,2026-03-17T00:10:31Z,41,199,22.51,49.77,4.75,36.80569149745166,10.182180641073378
BIN_05,2026-03-17T00:10:31Z,64,137,31.08,32.3,0.06,36.80719765873096,10.181575416777134
BIN_06,2026-03-17T00:10:31Z,3,231,32.87,71.71,4.58,36.8058094724174,10.180725877106996
BIN_01,2026-03-17T00:10:36Z,15,114,26.24,75.1,5.94,36.805675544677754,10.181876783593363
BIN_02,2026-03-17T00:10:36Z,66,50,33.24,87.86,2.47,36.806482353563204,10.182026852799476
BIN_03,2026-03-17T00:10:36Z,11,253,39.7,64.11,9.92,36.806103721544055,10.18175446205881
